"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Minnehaha County, SD"	"46099"	"2015"	"2015"	1054	23258	4531.8
	"Minnehaha County, SD"	"46099"	"2016"	"2016"	1010	24108	4189.5
	"Minnehaha County, SD"	"46099"	"2017"	"2017"	1080	24161	4470.0
	"Minnehaha County, SD"	"46099"	"2018"	"2018"	1125	25229	4459.2
	"Minnehaha County, SD"	"46099"	"2019"	"2019"	1138	26041	4370.0
	"Minnehaha County, SD"	"46099"	"2020 "	"2020"	1424	27051	5264.1
	"Moody County, SD"	"46101"	"2014"	"2014"	43	1086	3959.5
	"Moody County, SD"	"46101"	"2015"	"2015"	42	1111	3780.4
	"Moody County, SD"	"46101"	"2016"	"2016"	40	1121	3568.2
	"Moody County, SD"	"46101"	"2017"	"2017"	45	1208	3725.2
	"Moody County, SD"	"46101"	"2018"	"2018"	56	1234	4538.1
	"Moody County, SD"	"46101"	"2019"	"2019"	47	1261	3727.2
	"Moody County, SD"	"46101"	"2020 "	"2020"	67	1290	5193.8
	"Pennington County, SD"	"46103"	"2014"	"2014"	594	16684	3560.3
	"Pennington County, SD"	"46103"	"2015"	"2015"	649	17633	3680.6
	"Pennington County, SD"	"46103"	"2016"	"2016"	644	18548	3472.1
	"Pennington County, SD"	"46103"	"2017"	"2017"	715	19101	3743.3
	"Pennington County, SD"	"46103"	"2018"	"2018"	678	20087	3375.3
	"Pennington County, SD"	"46103"	"2019"	"2019"	792	21084	3756.4
	"Pennington County, SD"	"46103"	"2020 "	"2020"	850	22539	3771.2
	"Perkins County, SD"	"46105"	"2014"	"2014"	40	697	5738.9
	"Perkins County, SD"	"46105"	"2015"	"2015"	33	695	4748.2
	"Perkins County, SD"	"46105"	"2016"	"2016"	39	711	5485.2
	"Perkins County, SD"	"46105"	"2017"	"2017"	37	716	5167.6
	"Perkins County, SD"	"46105"	"2018"	"2018"	25	735	3401.4
	"Perkins County, SD"	"46105"	"2019"	"2019"	35	760	4605.3
	"Perkins County, SD"	"46105"	"2020 "	"2020"	48	749	6408.5
	"Potter County, SD"	"46107"	"2014"	"2014"	27	664	4066.3
	"Potter County, SD"	"46107"	"2015"	"2015"	32	667	4797.6
	"Potter County, SD"	"46107"	"2016"	"2016"	29	690	4202.9
	"Potter County, SD"	"46107"	"2017"	"2017"	31	639	4851.3
	"Potter County, SD"	"46107"	"2018"	"2018"	30	638	4702.2
	"Potter County, SD"	"46107"	"2019"	"2019"	21	628	3343.9
	"Potter County, SD"	"46107"	"2020 "	"2020"	37	631	5863.7
	"Roberts County, SD"	"46109"	"2014"	"2014"	93	1881	4944.2
	"Roberts County, SD"	"46109"	"2015"	"2015"	76	1907	3985.3
	"Roberts County, SD"	"46109"	"2016"	"2016"	82	1936	4235.5
	"Roberts County, SD"	"46109"	"2017"	"2017"	83	1976	4200.4
	"Roberts County, SD"	"46109"	"2018"	"2018"	88	2033	4328.6
	"Roberts County, SD"	"46109"	"2019"	"2019"	78	2052	3801.2
	"Roberts County, SD"	"46109"	"2020 "	"2020"	91	2077	4381.3
	"Sanborn County, SD"	"46111"	"2014"	"2014"	26	442	5882.4
	"Sanborn County, SD"	"46111"	"2015"	"2015"	24	433	5542.7
	"Sanborn County, SD"	"46111"	"2016"	"2016"	22	444	4955.0
	"Sanborn County, SD"	"46111"	"2017"	"2017"	16	452	Unreliable
	"Sanborn County, SD"	"46111"	"2018"	"2018"	29	477	6079.7
	"Sanborn County, SD"	"46111"	"2019"	"2019"	18	474	Unreliable
	"Sanborn County, SD"	"46111"	"2020 "	"2020"	20	474	4219.4
	"Shannon County, SD"	"46113"	"2014"	"2014"	40	965	4145.1
	"Shannon County, SD"	"46113"	"2015"	"2015"	46	974	4722.8
	"Shannon County, SD"	"46113"	"2016"	"2016"	53	993	5337.4
	"Shannon County, SD"	"46113"	"2017"	"2017"	68	1007	6752.7
	"Shannon County, SD"	"46113"	"2018"	"2018"	56	1045	5358.9
	"Shannon County, SD"	"46113"	"2019"	"2019"	54	1053	5128.2
	"Shannon County, SD"	"46113"	"2020 "	"2020"	87	1039	8373.4
	"Spink County, SD"	"46115"	"2014"	"2014"	55	1291	4260.3
	"Spink County, SD"	"46115"	"2015"	"2015"	63	1309	4812.8
	"Spink County, SD"	"46115"	"2016"	"2016"	67	1311	5110.6
	"Spink County, SD"	"46115"	"2017"	"2017"	64	1299	4926.9
	"Spink County, SD"	"46115"	"2018"	"2018"	61	1348	4525.2
	"Spink County, SD"	"46115"	"2019"	"2019"	55	1351	4071.1
	"Spink County, SD"	"46115"	"2020 "	"2020"	92	1396	6590.3
	"Stanley County, SD"	"46117"	"2014"	"2014"	19	511	Unreliable
	"Stanley County, SD"	"46117"	"2015"	"2015"	13	528	Unreliable
	"Stanley County, SD"	"46117"	"2016"	"2016"	11	564	Unreliable
	"Stanley County, SD"	"46117"	"2017"	"2017"	17	607	Unreliable
	"Stanley County, SD"	"46117"	"2018"	"2018"	10	617	Unreliable
	"Stanley County, SD"	"46117"	"2019"	"2019"	13	631	Unreliable
	"Stanley County, SD"	"46117"	"2020 "	"2020"	17	698	Unreliable
	"Sully County, SD"	"46119"	"2017"	"2017"	11	332	Unreliable
	"Sully County, SD"	"46119"	"2018"	"2018"	14	348	Unreliable
	"Sully County, SD"	"46119"	"2020 "	"2020"	11	356	Unreliable
	"Todd County, SD"	"46121"	"2014"	"2014"	35	717	4881.5
	"Todd County, SD"	"46121"	"2015"	"2015"	29	748	3877.0
	"Todd County, SD"	"46121"	"2016"	"2016"	35	795	4402.5
	"Todd County, SD"	"46121"	"2017"	"2017"	39	727	5364.5
	"Todd County, SD"	"46121"	"2018"	"2018"	55	761	7227.3
	"Todd County, SD"	"46121"	"2019"	"2019"	41	763	5373.5
	"Todd County, SD"	"46121"	"2020 "	"2020"	54	773	6985.8
	"Tripp County, SD"	"46123"	"2014"	"2014"	60	1189	5046.3
	"Tripp County, SD"	"46123"	"2015"	"2015"	65	1201	5412.2
	"Tripp County, SD"	"46123"	"2016"	"2016"	68	1204	5647.8
	"Tripp County, SD"	"46123"	"2017"	"2017"	65	1223	5314.8
	"Tripp County, SD"	"46123"	"2018"	"2018"	51	1229	4149.7
	"Tripp County, SD"	"46123"	"2019"	"2019"	74	1238	5977.4
	"Tripp County, SD"	"46123"	"2020 "	"2020"	79	1246	6340.3
	"Turner County, SD"	"46125"	"2014"	"2014"	97	1698	5712.6
	"Turner County, SD"	"46125"	"2015"	"2015"	94	1717	5474.7
	"Turner County, SD"	"46125"	"2016"	"2016"	94	1731	5430.4
	"Turner County, SD"	"46125"	"2017"	"2017"	92	1733	5308.7
	"Turner County, SD"	"46125"	"2018"	"2018"	89	1746	5097.4
	"Turner County, SD"	"46125"	"2019"	"2019"	72	1792	4017.9
	"Turner County, SD"	"46125"	"2020 "	"2020"	123	1801	6829.5
	"Union County, SD"	"46127"	"2014"	"2014"	102	2330	4377.7
	"Union County, SD"	"46127"	"2015"	"2015"	90	2394	3759.4
	"Union County, SD"	"46127"	"2016"	"2016"	95	2483	3826.0
	"Union County, SD"	"46127"	"2017"	"2017"	108	2714	3979.4
	"Union County, SD"	"46127"	"2018"	"2018"	98	2832	3460.5
	"Union County, SD"	"46127"	"2019"	"2019"	122	2962	4118.8
	"Union County, SD"	"46127"	"2020 "	"2020"	137	3043	4502.1
	"Walworth County, SD"	"46129"	"2014"	"2014"	69	1337	5160.8
	"Walworth County, SD"	"46129"	"2015"	"2015"	82	1357	6042.7
	"Walworth County, SD"	"46129"	"2016"	"2016"	71	1379	5148.7
	"Walworth County, SD"	"46129"	"2017"	"2017"	55	1311	4195.3
	"Walworth County, SD"	"46129"	"2018"	"2018"	65	1312	4954.3
	"Walworth County, SD"	"46129"	"2019"	"2019"	49	1321	3709.3
	"Walworth County, SD"	"46129"	"2020 "	"2020"	70	1355	5166.1
	"Yankton County, SD"	"46135"	"2014"	"2014"	174	3977	4375.2
	"Yankton County, SD"	"46135"	"2015"	"2015"	196	4028	4865.9
	"Yankton County, SD"	"46135"	"2016"	"2016"	200	4109	4867.4
	"Yankton County, SD"	"46135"	"2017"	"2017"	182	4212	4321.0
	"Yankton County, SD"	"46135"	"2018"	"2018"	184	4311	4268.2
	"Yankton County, SD"	"46135"	"2019"	"2019"	224	4444	5040.5
	"Yankton County, SD"	"46135"	"2020 "	"2020"	224	4632	4835.9
	"Ziebach County, SD"	"46137"	"2020 "	"2020"	16	301	Unreliable
	"Anderson County, TN"	"47001"	"2014"	"2014"	720	14264	5047.7
	"Anderson County, TN"	"47001"	"2015"	"2015"	693	14578	4753.7
	"Anderson County, TN"	"47001"	"2016"	"2016"	666	14972	4448.3
	"Anderson County, TN"	"47001"	"2017"	"2017"	809	15095	5359.4
	"Anderson County, TN"	"47001"	"2018"	"2018"	750	15356	4884.1
	"Anderson County, TN"	"47001"	"2019"	"2019"	757	15599	4852.9
	"Anderson County, TN"	"47001"	"2020 "	"2020"	815	16024	5086.1
	"Bedford County, TN"	"47003"	"2014"	"2014"	336	6702	5013.4
	"Bedford County, TN"	"47003"	"2015"	"2015"	311	6940	4481.3
	"Bedford County, TN"	"47003"	"2016"	"2016"	371	7162	5180.1
	"Bedford County, TN"	"47003"	"2017"	"2017"	350	7261	4820.3
	"Bedford County, TN"	"47003"	"2018"	"2018"	359	7397	4853.3
	"Bedford County, TN"	"47003"	"2019"	"2019"	347	7549	4596.6
	"Bedford County, TN"	"47003"	"2020 "	"2020"	405	7765	5215.7
	"Benton County, TN"	"47005"	"2014"	"2014"	176	3631	4847.1
	"Benton County, TN"	"47005"	"2015"	"2015"	172	3649	4713.6
	"Benton County, TN"	"47005"	"2016"	"2016"	187	3730	5013.4
	"Benton County, TN"	"47005"	"2017"	"2017"	196	3791	5170.1
	"Benton County, TN"	"47005"	"2018"	"2018"	179	3825	4679.7
	"Benton County, TN"	"47005"	"2019"	"2019"	194	3862	5023.3
	"Benton County, TN"	"47005"	"2020 "	"2020"	232	3951	5871.9
	"Bledsoe County, TN"	"47007"	"2014"	"2014"	92	2531	3634.9
	"Bledsoe County, TN"	"47007"	"2015"	"2015"	106	2604	4070.7
	"Bledsoe County, TN"	"47007"	"2016"	"2016"	99	2669	3709.3
	"Bledsoe County, TN"	"47007"	"2017"	"2017"	101	2665	3789.9
	"Bledsoe County, TN"	"47007"	"2018"	"2018"	94	2723	3452.1
	"Bledsoe County, TN"	"47007"	"2019"	"2019"	118	2839	4156.4
	"Bledsoe County, TN"	"47007"	"2020 "	"2020"	119	2908	4092.2
	"Blount County, TN"	"47009"	"2014"	"2014"	1015	23289	4358.3
	"Blount County, TN"	"47009"	"2015"	"2015"	965	24050	4012.5
	"Blount County, TN"	"47009"	"2016"	"2016"	1063	24938	4262.6
	"Blount County, TN"	"47009"	"2017"	"2017"	1064	25578	4159.8
	"Blount County, TN"	"47009"	"2018"	"2018"	1096	26575	4124.2
	"Blount County, TN"	"47009"	"2019"	"2019"	1153	27372	4212.3
	"Blount County, TN"	"47009"	"2020 "	"2020"	1284	28667	4479.0
	"Bradley County, TN"	"47011"	"2014"	"2014"	755	16231	4651.6
	"Bradley County, TN"	"47011"	"2015"	"2015"	762	16708	4560.7
	"Bradley County, TN"	"47011"	"2016"	"2016"	734	17198	4267.9
	"Bradley County, TN"	"47011"	"2017"	"2017"	791	17740	4458.9
	"Bradley County, TN"	"47011"	"2018"	"2018"	869	18275	4755.1
	"Bradley County, TN"	"47011"	"2019"	"2019"	833	18724	4448.8
	"Bradley County, TN"	"47011"	"2020 "	"2020"	1020	19333	5276.0
	"Campbell County, TN"	"47013"	"2014"	"2014"	369	7699	4792.8
	"Campbell County, TN"	"47013"	"2015"	"2015"	402	7866	5110.6
	"Campbell County, TN"	"47013"	"2016"	"2016"	421	7946	5298.3
	"Campbell County, TN"	"47013"	"2017"	"2017"	430	8071	5327.7
	"Campbell County, TN"	"47013"	"2018"	"2018"	431	8212	5248.4
	"Campbell County, TN"	"47013"	"2019"	"2019"	412	8362	4927.1
	"Campbell County, TN"	"47013"	"2020 "	"2020"	449	8392	5350.3
	"Cannon County, TN"	"47015"	"2014"	"2014"	132	2492	5297.0
	"Cannon County, TN"	"47015"	"2015"	"2015"	142	2534	5603.8
	"Cannon County, TN"	"47015"	"2016"	"2016"	118	2610	4521.1
	"Cannon County, TN"	"47015"	"2017"	"2017"	127	2571	4939.7
	"Cannon County, TN"	"47015"	"2018"	"2018"	128	2651	4828.4
	"Cannon County, TN"	"47015"	"2019"	"2019"	103	2722	3784.0
	"Cannon County, TN"	"47015"	"2020 "	"2020"	144	2733	5268.9
	"Carroll County, TN"	"47017"	"2014"	"2014"	315	5582	5643.1
	"Carroll County, TN"	"47017"	"2015"	"2015"	340	5652	6015.6
	"Carroll County, TN"	"47017"	"2016"	"2016"	307	5738	5350.3
	"Carroll County, TN"	"47017"	"2017"	"2017"	342	5629	6075.7
	"Carroll County, TN"	"47017"	"2018"	"2018"	324	5699	5685.2
	"Carroll County, TN"	"47017"	"2019"	"2019"	301	5733	5250.3
	"Carroll County, TN"	"47017"	"2020 "	"2020"	399	5769	6916.3
	"Carter County, TN"	"47019"	"2014"	"2014"	506	11225	4507.8
	"Carter County, TN"	"47019"	"2015"	"2015"	496	11483	4319.4
	"Carter County, TN"	"47019"	"2016"	"2016"	547	11757	4652.5
	"Carter County, TN"	"47019"	"2017"	"2017"	536	12061	4444.1
	"Carter County, TN"	"47019"	"2018"	"2018"	564	12364	4561.6
	"Carter County, TN"	"47019"	"2019"	"2019"	599	12615	4748.3
	"Carter County, TN"	"47019"	"2020 "	"2020"	677	12991	5211.3
	"Cheatham County, TN"	"47021"	"2014"	"2014"	236	5260	4486.7
	"Cheatham County, TN"	"47021"	"2015"	"2015"	295	5571	5295.3
	"Cheatham County, TN"	"47021"	"2016"	"2016"	263	5772	4556.5
	"Cheatham County, TN"	"47021"	"2017"	"2017"	280	5816	4814.3
	"Cheatham County, TN"	"47021"	"2018"	"2018"	271	6053	4477.1
	"Cheatham County, TN"	"47021"	"2019"	"2019"	317	6318	5017.4
	"Cheatham County, TN"	"47021"	"2020 "	"2020"	318	6558	4849.0
	"Chester County, TN"	"47023"	"2014"	"2014"	164	2901	5653.2
	"Chester County, TN"	"47023"	"2015"	"2015"	134	2967	4516.3
	"Chester County, TN"	"47023"	"2016"	"2016"	143	3002	4763.5
	"Chester County, TN"	"47023"	"2017"	"2017"	140	2924	4788.0
	"Chester County, TN"	"47023"	"2018"	"2018"	138	2966	4652.7
	"Chester County, TN"	"47023"	"2019"	"2019"	158	2985	5293.1
	"Chester County, TN"	"47023"	"2020 "	"2020"	168	3084	5447.5
	"Claiborne County, TN"	"47025"	"2014"	"2014"	307	5839	5257.7
	"Claiborne County, TN"	"47025"	"2015"	"2015"	315	6001	5249.1
	"Claiborne County, TN"	"47025"	"2016"	"2016"	329	6112	5382.9
	"Claiborne County, TN"	"47025"	"2017"	"2017"	308	6177	4986.2
	"Claiborne County, TN"	"47025"	"2018"	"2018"	283	6334	4468.0
	"Claiborne County, TN"	"47025"	"2019"	"2019"	297	6477	4585.5
	"Claiborne County, TN"	"47025"	"2020 "	"2020"	345	6624	5208.3
	"Clay County, TN"	"47027"	"2014"	"2014"	64	1841	3476.4
	"Clay County, TN"	"47027"	"2015"	"2015"	94	1886	4984.1
	"Clay County, TN"	"47027"	"2016"	"2016"	87	1887	4610.5
	"Clay County, TN"	"47027"	"2017"	"2017"	88	1855	4743.9
	"Clay County, TN"	"47027"	"2018"	"2018"	86	1877	4581.8
	"Clay County, TN"	"47027"	"2019"	"2019"	76	1923	3952.2
	"Clay County, TN"	"47027"	"2020 "	"2020"	131	1964	6670.1
	"Cocke County, TN"	"47029"	"2014"	"2014"	356	6791	5242.2
	"Cocke County, TN"	"47029"	"2015"	"2015"	345	6971	4949.1
	"Cocke County, TN"	"47029"	"2016"	"2016"	350	7171	4880.8
	"Cocke County, TN"	"47029"	"2017"	"2017"	360	7374	4882.0
	"Cocke County, TN"	"47029"	"2018"	"2018"	362	7536	4803.6
	"Cocke County, TN"	"47029"	"2019"	"2019"	381	7774	4901.0
	"Cocke County, TN"	"47029"	"2020 "	"2020"	444	8022	5534.8
	"Coffee County, TN"	"47031"	"2014"	"2014"	440	9051	4861.3
	"Coffee County, TN"	"47031"	"2015"	"2015"	470	9261	5075.0
	"Coffee County, TN"	"47031"	"2016"	"2016"	480	9430	5090.1
	"Coffee County, TN"	"47031"	"2017"	"2017"	502	9484	5293.1
	"Coffee County, TN"	"47031"	"2018"	"2018"	527	9620	5478.2
	"Coffee County, TN"	"47031"	"2019"	"2019"	486	9837	4940.5
	"Coffee County, TN"	"47031"	"2020 "	"2020"	580	10123	5729.5
	"Crockett County, TN"	"47033"	"2014"	"2014"	108	2550	4235.3
	"Crockett County, TN"	"47033"	"2015"	"2015"	156	2578	6051.2
	"Crockett County, TN"	"47033"	"2016"	"2016"	138	2606	5295.5
	"Crockett County, TN"	"47033"	"2017"	"2017"	160	2684	5961.3
	"Crockett County, TN"	"47033"	"2018"	"2018"	146	2692	5423.5
	"Crockett County, TN"	"47033"	"2019"	"2019"	143	2733	5232.3
	"Crockett County, TN"	"47033"	"2020 "	"2020"	180	2715	6629.8
	"Cumberland County, TN"	"47035"	"2014"	"2014"	616	16745	3678.7
	"Cumberland County, TN"	"47035"	"2015"	"2015"	625	17110	3652.8
	"Cumberland County, TN"	"47035"	"2016"	"2016"	639	17405	3671.4
	"Cumberland County, TN"	"47035"	"2017"	"2017"	677	17842	3794.4
	"Cumberland County, TN"	"47035"	"2018"	"2018"	659	18307	3599.7
	"Cumberland County, TN"	"47035"	"2019"	"2019"	683	18904	3613.0
	"Cumberland County, TN"	"47035"	"2020 "	"2020"	826	19915	4147.6
	"Davidson County, TN"	"47037"	"2014"	"2014"	3449	74039	4658.4
	"Davidson County, TN"	"47037"	"2015"	"2015"	3460	76326	4533.2
	"Davidson County, TN"	"47037"	"2016"	"2016"	3551	78389	4530.0
	"Davidson County, TN"	"47037"	"2017"	"2017"	3568	82484	4325.7
	"Davidson County, TN"	"47037"	"2018"	"2018"	3658	84795	4313.9
	"Davidson County, TN"	"47037"	"2019"	"2019"	3609	87023	4147.2
	"Davidson County, TN"	"47037"	"2020 "	"2020"	4223	89606	4712.9
	"Decatur County, TN"	"47039"	"2014"	"2014"	163	2653	6144.0
	"Decatur County, TN"	"47039"	"2015"	"2015"	127	2666	4763.7
	"Decatur County, TN"	"47039"	"2016"	"2016"	139	2719	5112.2
	"Decatur County, TN"	"47039"	"2017"	"2017"	141	2698	5226.1
	"Decatur County, TN"	"47039"	"2018"	"2018"	131	2742	4777.5
	"Decatur County, TN"	"47039"	"2019"	"2019"	142	2805	5062.4
	"Decatur County, TN"	"47039"	"2020 "	"2020"	179	2786	6425.0
	"DeKalb County, TN"	"47041"	"2014"	"2014"	164	3366	4872.3
	"DeKalb County, TN"	"47041"	"2015"	"2015"	161	3473	4635.8
	"DeKalb County, TN"	"47041"	"2016"	"2016"	178	3530	5042.5
	"DeKalb County, TN"	"47041"	"2017"	"2017"	177	3582	4941.4
	"DeKalb County, TN"	"47041"	"2018"	"2018"	146	3699	3947.0
	"DeKalb County, TN"	"47041"	"2019"	"2019"	195	3855	5058.4
	"DeKalb County, TN"	"47041"	"2020 "	"2020"	225	4011	5609.6
	"Dickson County, TN"	"47043"	"2014"	"2014"	348	7626	4563.3
	"Dickson County, TN"	"47043"	"2015"	"2015"	375	7920	4734.8
	"Dickson County, TN"	"47043"	"2016"	"2016"	388	8160	4754.9
	"Dickson County, TN"	"47043"	"2017"	"2017"	406	8290	4897.5
	"Dickson County, TN"	"47043"	"2018"	"2018"	419	8655	4841.1
	"Dickson County, TN"	"47043"	"2019"	"2019"	409	8990	4549.5
	"Dickson County, TN"	"47043"	"2020 "	"2020"	445	9218	4827.5
	"Dyer County, TN"	"47045"	"2014"	"2014"	309	6273	4925.9
	"Dyer County, TN"	"47045"	"2015"	"2015"	317	6385	4964.8
	"Dyer County, TN"	"47045"	"2016"	"2016"	361	6475	5575.3
	"Dyer County, TN"	"47045"	"2017"	"2017"	323	6490	4976.9
	"Dyer County, TN"	"47045"	"2018"	"2018"	343	6566	5223.9
	"Dyer County, TN"	"47045"	"2019"	"2019"	357	6670	5352.3
	"Dyer County, TN"	"47045"	"2020 "	"2020"	439	6660	6591.6
	"Fayette County, TN"	"47047"	"2014"	"2014"	280	7302	3834.6
	"Fayette County, TN"	"47047"	"2015"	"2015"	308	7642	4030.4
	"Fayette County, TN"	"47047"	"2016"	"2016"	328	7974	4113.4
	"Fayette County, TN"	"47047"	"2017"	"2017"	292	8275	3528.7
	"Fayette County, TN"	"47047"	"2018"	"2018"	321	8655	3708.8
	"Fayette County, TN"	"47047"	"2019"	"2019"	303	9078	3337.7
	"Fayette County, TN"	"47047"	"2020 "	"2020"	402	9381	4285.3
	"Fentress County, TN"	"47049"	"2014"	"2014"	148	3574	4141.0
	"Fentress County, TN"	"47049"	"2015"	"2015"	175	3677	4759.3
	"Fentress County, TN"	"47049"	"2016"	"2016"	189	3829	4936.0
	"Fentress County, TN"	"47049"	"2017"	"2017"	190	3873	4905.8
	"Fentress County, TN"	"47049"	"2018"	"2018"	196	4000	4900.0
	"Fentress County, TN"	"47049"	"2019"	"2019"	181	4149	4362.5
	"Fentress County, TN"	"47049"	"2020 "	"2020"	225	4276	5261.9
	"Franklin County, TN"	"47051"	"2014"	"2014"	345	7864	4387.1
	"Franklin County, TN"	"47051"	"2015"	"2015"	374	8057	4641.9
	"Franklin County, TN"	"47051"	"2016"	"2016"	380	8177	4647.2
	"Franklin County, TN"	"47051"	"2017"	"2017"	404	8225	4911.9
	"Franklin County, TN"	"47051"	"2018"	"2018"	359	8388	4279.9
	"Franklin County, TN"	"47051"	"2019"	"2019"	379	8589	4412.6
	"Franklin County, TN"	"47051"	"2020 "	"2020"	454	8895	5104.0
	"Gibson County, TN"	"47053"	"2014"	"2014"	461	8695	5301.9
	"Gibson County, TN"	"47053"	"2015"	"2015"	493	8798	5603.5
	"Gibson County, TN"	"47053"	"2016"	"2016"	540	8875	6084.5
	"Gibson County, TN"	"47053"	"2017"	"2017"	498	8697	5726.1
	"Gibson County, TN"	"47053"	"2018"	"2018"	495	8863	5585.0
	"Gibson County, TN"	"47053"	"2019"	"2019"	487	8985	5420.1
	"Gibson County, TN"	"47053"	"2020 "	"2020"	649	9005	7207.1
	"Giles County, TN"	"47055"	"2014"	"2014"	247	5466	4518.8
	"Giles County, TN"	"47055"	"2015"	"2015"	250	5602	4462.7
	"Giles County, TN"	"47055"	"2016"	"2016"	258	5737	4497.1
	"Giles County, TN"	"47055"	"2017"	"2017"	295	5800	5086.2
	"Giles County, TN"	"47055"	"2018"	"2018"	275	5903	4658.6
	"Giles County, TN"	"47055"	"2019"	"2019"	324	6051	5354.5
	"Giles County, TN"	"47055"	"2020 "	"2020"	369	6157	5993.2
	"Grainger County, TN"	"47057"	"2014"	"2014"	190	4219	4503.4
	"Grainger County, TN"	"47057"	"2015"	"2015"	198	4371	4529.9
	"Grainger County, TN"	"47057"	"2016"	"2016"	211	4466	4724.6
	"Grainger County, TN"	"47057"	"2017"	"2017"	204	4633	4403.2
	"Grainger County, TN"	"47057"	"2018"	"2018"	231	4741	4872.4
	"Grainger County, TN"	"47057"	"2019"	"2019"	205	4880	4200.8
	"Grainger County, TN"	"47057"	"2020 "	"2020"	275	5073	5420.9
	"Greene County, TN"	"47059"	"2014"	"2014"	624	13683	4560.4
	"Greene County, TN"	"47059"	"2015"	"2015"	646	14033	4603.4
	"Greene County, TN"	"47059"	"2016"	"2016"	681	14344	4747.6
	"Greene County, TN"	"47059"	"2017"	"2017"	707	14669	4819.7
	"Greene County, TN"	"47059"	"2018"	"2018"	710	14918	4759.4
	"Greene County, TN"	"47059"	"2019"	"2019"	763	15255	5001.6
	"Greene County, TN"	"47059"	"2020 "	"2020"	848	15623	5427.9
	"Grundy County, TN"	"47061"	"2014"	"2014"	125	2777	4501.3
	"Grundy County, TN"	"47061"	"2015"	"2015"	133	2836	4689.7
	"Grundy County, TN"	"47061"	"2016"	"2016"	155	2860	5419.6
	"Grundy County, TN"	"47061"	"2017"	"2017"	174	2782	6254.5
	"Grundy County, TN"	"47061"	"2018"	"2018"	139	2796	4971.4
	"Grundy County, TN"	"47061"	"2019"	"2019"	132	2820	4680.9
	"Grundy County, TN"	"47061"	"2020 "	"2020"	157	2863	5483.8
	"Hamblen County, TN"	"47063"	"2014"	"2014"	577	11110	5193.5
	"Hamblen County, TN"	"47063"	"2015"	"2015"	523	11370	4599.8
	"Hamblen County, TN"	"47063"	"2016"	"2016"	535	11608	4608.9
	"Hamblen County, TN"	"47063"	"2017"	"2017"	572	11731	4876.0
	"Hamblen County, TN"	"47063"	"2018"	"2018"	541	11923	4537.4
	"Hamblen County, TN"	"47063"	"2019"	"2019"	607	12014	5052.4
	"Hamblen County, TN"	"47063"	"2020 "	"2020"	765	12195	6273.1
	"Hamilton County, TN"	"47065"	"2014"	"2014"	2476	56199	4405.8
	"Hamilton County, TN"	"47065"	"2015"	"2015"	2545	57953	4391.5
	"Hamilton County, TN"	"47065"	"2016"	"2016"	2513	59776	4204.0
	"Hamilton County, TN"	"47065"	"2017"	"2017"	2735	62052	4407.6
	"Hamilton County, TN"	"47065"	"2018"	"2018"	2801	64030	4374.5
	"Hamilton County, TN"	"47065"	"2019"	"2019"	2791	65976	4230.3
	"Hamilton County, TN"	"47065"	"2020 "	"2020"	3079	67922	4533.1
	"Hancock County, TN"	"47067"	"2014"	"2014"	63	1229	5126.1
	"Hancock County, TN"	"47067"	"2015"	"2015"	78	1251	6235.0
	"Hancock County, TN"	"47067"	"2016"	"2016"	65	1305	4980.8
	"Hancock County, TN"	"47067"	"2017"	"2017"	71	1365	5201.5
	"Hancock County, TN"	"47067"	"2018"	"2018"	54	1396	3868.2
	"Hancock County, TN"	"47067"	"2019"	"2019"	62	1439	4308.5
	"Hancock County, TN"	"47067"	"2020 "	"2020"	74	1465	5051.2
	"Hardeman County, TN"	"47069"	"2014"	"2014"	194	4236	4579.8
	"Hardeman County, TN"	"47069"	"2015"	"2015"	197	4320	4560.2
	"Hardeman County, TN"	"47069"	"2016"	"2016"	242	4387	5516.3
	"Hardeman County, TN"	"47069"	"2017"	"2017"	231	4511	5120.8
	"Hardeman County, TN"	"47069"	"2018"	"2018"	229	4562	5019.7
	"Hardeman County, TN"	"47069"	"2019"	"2019"	228	4650	4903.2
	"Hardeman County, TN"	"47069"	"2020 "	"2020"	248	4692	5285.6
	"Hardin County, TN"	"47071"	"2014"	"2014"	272	5430	5009.2
	"Hardin County, TN"	"47071"	"2015"	"2015"	267	5550	4810.8
	"Hardin County, TN"	"47071"	"2016"	"2016"	271	5650	4796.5
	"Hardin County, TN"	"47071"	"2017"	"2017"	299	5835	5124.3
	"Hardin County, TN"	"47071"	"2018"	"2018"	278	5955	4668.3
	"Hardin County, TN"	"47071"	"2019"	"2019"	288	5982	4814.4
	"Hardin County, TN"	"47071"	"2020 "	"2020"	345	6077	5677.1
	"Hawkins County, TN"	"47073"	"2014"	"2014"	527	10918	4826.9
	"Hawkins County, TN"	"47073"	"2015"	"2015"	526	11189	4701.0
	"Hawkins County, TN"	"47073"	"2016"	"2016"	519	11398	4553.4
	"Hawkins County, TN"	"47073"	"2017"	"2017"	513	11595	4424.3
	"Hawkins County, TN"	"47073"	"2018"	"2018"	540	11944	4521.1
	"Hawkins County, TN"	"47073"	"2019"	"2019"	593	12307	4818.4
	"Hawkins County, TN"	"47073"	"2020 "	"2020"	642	12503	5134.8
	"Haywood County, TN"	"47075"	"2014"	"2014"	121	2919	4145.3
	"Haywood County, TN"	"47075"	"2015"	"2015"	130	3006	4324.7
